Timestamp,Temperature,SpO2,BPM
2025-04-19 21:57:48,39.5,97,75
2025-04-19 21:58:18,39.1,100,87
2025-04-19 21:58:48,39.1,100,71
2025-04-19 21:59:18,38.7,98,66
2025-04-19 21:59:48,39.0,95,90
2025-04-19 22:00:18,38.8,95,81
2025-04-19 22:00:48,39.4,100,73
2025-04-19 22:01:18,39.5,99,80
2025-04-19 22:01:48,38.9,96,75
2025-04-19 22:02:18,39.1,97,88
2025-04-19 22:02:48,39.5,96,82
2025-04-19 22:03:18,39.5,98,89
2025-04-19 22:03:48,38.7,95,74
2025-04-19 22:04:18,39.0,97,78
2025-04-19 22:04:48,38.8,98,85
2025-04-19 22:05:18,39.4,98,87
2025-04-19 22:05:48,39.0,96,95
2025-04-19 22:06:18,38.6,100,90
2025-04-19 22:06:48,39.0,95,80
2025-04-19 22:07:18,39.3,96,94
2025-04-19 22:07:48,39.4,97,85
2025-04-19 22:08:18,39.5,95,73
2025-04-19 22:08:48,38.5,100,95
2025-04-19 22:09:18,39.1,95,82
2025-04-19 22:09:48,38.9,96,66
2025-04-19 22:10:18,39.1,95,77
2025-04-19 22:10:48,39.2,96,91
2025-04-19 22:11:18,38.7,100,81
2025-04-19 22:11:48,38.6,97,82
2025-04-19 22:12:18,38.9,95,89
2025-04-19 22:12:48,39.1,100,87
2025-04-19 22:13:18,38.7,98,79
2025-04-19 22:13:48,38.8,99,65
2025-04-19 22:14:18,38.8,98,85
2025-04-19 22:14:48,39.2,97,82
2025-04-19 22:15:18,39.4,97,92
2025-04-19 22:15:48,38.9,100,79
2025-04-19 22:16:18,39.0,99,68
2025-04-19 22:16:48,39.5,99,89
2025-04-19 22:17:18,38.7,98,65
2025-04-19 22:17:48,38.7,96,83
2025-04-19 22:18:18,39.1,97,85
2025-04-19 22:18:48,38.9,95,81
2025-04-19 22:19:18,39.0,95,91
2025-04-19 22:19:48,39.4,100,80
2025-04-19 22:20:18,39.2,98,84
2025-04-19 22:20:48,39.2,98,90
2025-04-19 22:21:18,39.1,98,74
2025-04-19 22:21:48,39.3,99,79
2025-04-19 22:22:18,39.3,95,74
2025-04-19 22:22:48,39.1,99,86
2025-04-19 22:23:18,39.5,99,94
2025-04-19 22:23:48,38.6,97,89
2025-04-19 22:24:18,38.8,99,78
2025-04-19 22:24:48,38.9,97,76
2025-04-19 22:25:18,38.9,97,70
2025-04-19 22:25:48,39.3,97,73
2025-04-19 22:26:18,38.6,98,91
2025-04-19 22:26:48,39.0,98,90
2025-04-19 22:27:18,38.6,99,67
2025-04-19 22:27:48,39.5,99,86
2025-04-19 22:28:18,38.5,99,94
2025-04-19 22:28:48,39.2,97,70
2025-04-19 22:29:18,38.5,99,75
2025-04-19 22:29:48,38.6,98,94
2025-04-19 22:30:18,39.5,98,82
2025-04-19 22:30:48,38.9,99,94
2025-04-19 22:31:18,38.8,100,91
2025-04-19 22:31:48,38.8,96,68
2025-04-19 22:32:18,39.4,98,78
2025-04-19 22:32:48,39.1,97,74
2025-04-19 22:33:18,38.7,96,79
2025-04-19 22:33:48,39.2,100,91
2025-04-19 22:34:18,38.7,98,72
2025-04-19 22:34:48,38.9,100,77
2025-04-19 22:35:18,39.1,98,89
2025-04-19 22:35:48,39.1,99,95
2025-04-19 22:36:18,39.1,95,80
2025-04-19 22:36:48,39.4,96,71
2025-04-19 22:37:18,38.5,98,84
2025-04-19 22:37:48,38.5,96,88
2025-04-19 22:38:18,39.5,97,71
2025-04-19 22:38:48,38.7,99,81
2025-04-19 22:39:18,38.8,95,90
2025-04-19 22:39:48,39.1,100,92
2025-04-19 22:40:18,39.0,97,80
2025-04-19 22:40:48,38.7,97,77
2025-04-19 22:41:18,39.4,96,80
2025-04-19 22:41:48,38.7,95,73
2025-04-19 22:42:18,39.3,97,67
2025-04-19 22:42:48,39.0,97,68
2025-04-19 22:43:18,39.4,97,73
2025-04-19 22:43:48,38.9,96,65
2025-04-19 22:44:18,39.1,98,93
2025-04-19 22:44:48,39.1,100,71
2025-04-19 22:45:18,39.1,95,66
2025-04-19 22:45:48,39.5,97,94
2025-04-19 22:46:18,39.0,96,92
2025-04-19 22:46:48,38.6,95,80
2025-04-19 22:47:18,39.1,97,66
2025-04-19 22:47:48,38.8,97,77
2025-04-19 22:48:18,39.1,99,86
2025-04-19 22:48:48,39.4,99,89
2025-04-19 22:49:18,39.1,95,90
2025-04-19 22:49:48,39.3,99,90
2025-04-19 22:50:18,39.1,98,70
2025-04-19 22:50:48,39.5,96,76
2025-04-19 22:51:18,39.4,96,66
2025-04-19 22:51:48,38.7,96,83
2025-04-19 22:52:18,38.7,98,82
2025-04-19 22:52:48,38.6,98,75
2025-04-19 22:53:18,38.8,96,95
2025-04-19 22:53:48,39.2,97,66
2025-04-19 22:54:18,39.4,98,93
2025-04-19 22:54:48,39.2,98,95
2025-04-19 22:55:18,38.6,95,83
2025-04-19 22:55:48,38.7,97,90
2025-04-19 22:56:18,38.8,95,82
2025-04-19 22:56:48,39.3,98,70
2025-04-19 22:57:18,39.0,98,66
2025-04-19 22:57:48,39.3,99,78
2025-04-19 22:58:18,38.5,97,66
2025-04-19 22:58:48,39.0,99,70
2025-04-19 22:59:18,38.8,100,91
2025-04-19 22:59:48,39.2,97,68
2025-04-19 23:00:18,38.7,100,88
2025-04-19 23:00:48,38.9,97,75
2025-04-19 23:01:18,38.8,100,66
2025-04-19 23:01:48,39.0,96,83
2025-04-19 23:02:18,38.6,98,85
2025-04-19 23:02:48,38.8,100,73
2025-04-19 23:03:18,39.0,99,83
2025-04-19 23:03:48,38.9,95,76
2025-04-19 23:04:18,38.6,99,95
2025-04-19 23:04:48,39.2,100,65
2025-04-19 23:05:18,39.0,97,70
2025-04-19 23:05:48,39.0,100,84
2025-04-19 23:06:18,38.8,98,92
2025-04-19 23:06:48,38.7,100,65
2025-04-19 23:07:18,39.1,95,73
2025-04-19 23:07:48,39.3,100,74
2025-04-19 23:08:18,38.9,98,66
2025-04-19 23:08:48,39.0,95,92
2025-04-19 23:09:18,39.4,97,88
2025-04-19 23:09:48,38.6,95,69
2025-04-19 23:10:18,38.9,97,86
2025-04-19 23:10:48,38.7,95,80
2025-04-19 23:11:18,38.9,99,88
2025-04-19 23:11:48,38.6,98,87
2025-04-19 23:12:18,38.9,95,81
2025-04-19 23:12:48,38.5,97,70
2025-04-19 23:13:18,38.6,99,79
2025-04-19 23:13:48,39.3,95,82
2025-04-19 23:14:18,39.1,97,71
2025-04-19 23:14:48,39.5,99,66
2025-04-19 23:15:18,39.1,98,90
2025-04-19 23:15:48,38.6,99,81
2025-04-19 23:16:18,38.5,96,81
2025-04-19 23:16:48,39.0,99,72
2025-04-19 23:17:18,39.0,96,78
2025-04-19 23:17:48,39.0,99,71
2025-04-19 23:18:18,39.2,96,90
2025-04-19 23:18:48,39.5,98,72
2025-04-19 23:19:18,38.7,100,71
2025-04-19 23:19:48,39.0,97,85
2025-04-19 23:20:18,38.9,99,91
2025-04-19 23:20:48,39.0,95,67
2025-04-19 23:21:18,38.6,97,74
2025-04-19 23:21:48,39.1,99,87
2025-04-19 23:22:18,39.0,97,66
2025-04-19 23:22:48,39.4,98,70
2025-04-19 23:23:18,38.7,100,70
2025-04-19 23:23:48,39.4,100,77
2025-04-19 23:24:18,38.9,96,72
2025-04-19 23:24:48,39.3,96,93
2025-04-19 23:25:18,38.6,97,73
2025-04-19 23:25:48,39.5,98,74
2025-04-19 23:26:18,38.7,96,91
2025-04-19 23:26:48,38.7,99,74
2025-04-19 23:27:18,38.6,99,94
2025-04-19 23:27:48,39.3,100,92
2025-04-19 23:28:18,39.4,99,85
2025-04-19 23:28:48,38.9,97,67
2025-04-19 23:29:18,39.4,97,87
2025-04-19 23:29:48,39.4,97,67
2025-04-19 23:30:18,38.9,99,95
2025-04-19 23:30:48,39.0,98,93
2025-04-19 23:31:18,38.6,100,66
2025-04-19 23:31:48,39.1,96,73
2025-04-19 23:32:18,39.1,96,86
2025-04-19 23:32:48,38.6,100,74
2025-04-19 23:33:18,38.6,98,95
2025-04-19 23:33:48,38.6,99,90
2025-04-19 23:34:18,38.8,98,68
2025-04-19 23:34:48,38.7,98,91
2025-04-19 23:35:18,38.9,98,90
2025-04-19 23:35:48,39.0,96,70
2025-04-19 23:36:18,38.9,98,71
2025-04-19 23:36:48,39.3,100,75
2025-04-19 23:37:18,39.4,98,78
2025-04-19 23:37:48,38.6,100,87
2025-04-19 23:38:18,39.3,98,65
2025-04-19 23:38:48,39.2,97,78
2025-04-19 23:39:18,39.0,100,85
2025-04-19 23:39:48,38.6,97,68
2025-04-19 23:40:18,39.5,98,65
2025-04-19 23:40:48,39.0,96,89
2025-04-19 23:41:18,39.1,100,95
2025-04-19 23:41:48,39.0,96,67
2025-04-19 23:42:18,38.9,97,77
2025-04-19 23:42:48,39.3,95,92
2025-04-19 23:43:18,38.9,96,88
2025-04-19 23:43:48,39.4,97,78
2025-04-19 23:44:18,38.7,99,73
2025-04-19 23:44:48,39.1,96,67
2025-04-19 23:45:18,38.5,98,83
2025-04-19 23:45:48,39.4,98,87
2025-04-19 23:46:18,39.4,97,74
2025-04-19 23:46:48,38.7,97,85
2025-04-19 23:47:18,39.1,95,92
2025-04-19 23:47:48,39.0,95,70
2025-04-19 23:48:18,39.1,96,92
2025-04-19 23:48:48,39.4,99,68
2025-04-19 23:49:18,39.3,96,88
2025-04-19 23:49:48,39.0,96,88
2025-04-19 23:50:18,38.6,100,71
2025-04-19 23:50:48,39.3,96,82
2025-04-19 23:51:18,38.9,95,89
2025-04-19 23:51:48,39.3,95,85
2025-04-19 23:52:18,39.4,100,91
2025-04-19 23:52:48,38.8,97,73
2025-04-19 23:53:18,38.9,97,76
2025-04-19 23:53:48,39.2,97,65
2025-04-19 23:54:18,39.0,98,90
2025-04-19 23:54:48,39.3,99,90
2025-04-19 23:55:18,38.9,95,84
2025-04-19 23:55:48,38.9,99,71
2025-04-19 23:56:18,39.2,95,77
2025-04-19 23:56:48,38.9,95,70
2025-04-19 23:57:18,39.4,95,75
2025-04-19 23:57:48,39.3,98,82
2025-04-19 23:58:18,38.5,100,79
2025-04-19 23:58:48,39.4,97,75
2025-04-19 23:59:18,39.4,98,79
2025-04-19 23:59:48,39.4,96,76
2025-04-20 00:00:18,38.8,95,86
2025-04-20 00:00:48,39.3,98,92
2025-04-20 00:01:18,39.0,99,78
2025-04-20 00:01:48,39.2,96,69
2025-04-20 00:02:18,38.9,100,67
2025-04-20 00:02:48,38.7,100,78
2025-04-20 00:03:18,39.1,97,94
2025-04-20 00:03:48,38.5,98,80
2025-04-20 00:04:18,38.9,99,89
2025-04-20 00:04:48,38.6,99,94
2025-04-20 00:05:18,38.6,99,80
2025-04-20 00:05:48,38.9,95,85
2025-04-20 00:06:18,39.2,96,94
2025-04-20 00:06:48,38.5,98,71
2025-04-20 00:07:18,38.6,97,88
2025-04-20 00:07:48,39.4,99,65
2025-04-20 00:08:18,39.4,97,72
2025-04-20 00:08:48,38.7,96,73
2025-04-20 00:09:18,39.2,98,80
2025-04-20 00:09:48,38.7,98,67
2025-04-20 00:10:18,39.1,100,70
2025-04-20 00:10:48,39.1,96,92
2025-04-20 00:11:18,39.3,98,81
2025-04-20 00:11:48,39.1,97,71
2025-04-20 00:12:18,38.5,95,73
2025-04-20 00:12:48,38.5,100,92
2025-04-20 00:13:18,39.4,98,65
2025-04-20 00:13:48,38.5,95,67
2025-04-20 00:14:18,39.3,96,69
2025-04-20 00:14:48,38.5,99,73
2025-04-20 00:15:18,39.2,100,89
2025-04-20 00:15:48,39.4,95,74
2025-04-20 00:16:18,39.3,100,65
2025-04-20 00:16:48,39.4,95,75
2025-04-20 00:17:18,39.1,98,80
2025-04-20 00:17:48,38.6,96,67
2025-04-20 00:18:18,39.0,95,83
2025-04-20 00:18:48,38.7,95,79
2025-04-20 00:19:18,38.6,99,71
2025-04-20 00:19:48,38.5,100,81
2025-04-20 00:20:18,38.6,95,77
2025-04-20 00:20:48,38.9,97,71
2025-04-20 00:21:18,39.2,100,84
2025-04-20 00:21:48,38.7,95,83
2025-04-20 00:22:18,38.8,95,72
2025-04-20 00:22:48,39.1,97,92
2025-04-20 00:23:18,38.9,97,75
2025-04-20 00:23:48,39.2,99,73
2025-04-20 00:24:18,39.1,96,93
2025-04-20 00:24:48,38.6,98,93
2025-04-20 00:25:18,38.9,96,73
2025-04-20 00:25:48,39.1,95,67
2025-04-20 00:26:18,38.7,96,83
2025-04-20 00:26:48,38.8,100,83
2025-04-20 00:27:18,39.4,99,84
2025-04-20 00:27:48,38.9,97,81
2025-04-20 00:28:18,39.5,95,89
2025-04-20 00:28:48,39.1,96,92
2025-04-20 00:29:18,39.0,95,77
2025-04-20 00:29:48,39.0,96,89
2025-04-20 00:30:18,39.1,96,67
2025-04-20 00:30:48,39.1,97,70
2025-04-20 00:31:18,38.8,96,65
2025-04-20 00:31:48,39.2,96,67
2025-04-20 00:32:18,39.5,96,94
2025-04-20 00:32:48,38.6,98,92
2025-04-20 00:33:18,39.2,100,93
2025-04-20 00:33:48,39.0,97,65
2025-04-20 00:34:18,38.6,97,91
2025-04-20 00:34:48,39.1,98,79
2025-04-20 00:35:18,39.1,98,85
2025-04-20 00:35:48,38.9,98,95
2025-04-20 00:36:18,38.6,99,94
2025-04-20 00:36:48,38.8,97,73
2025-04-20 00:37:18,38.6,95,90
2025-04-20 00:37:48,38.8,95,91
2025-04-20 00:38:18,39.4,95,81
2025-04-20 00:38:48,39.2,95,85
2025-04-20 00:39:18,39.0,100,79
2025-04-20 00:39:48,38.8,99,71
2025-04-20 00:40:18,38.5,99,95
2025-04-20 00:40:48,39.0,98,89
2025-04-20 00:41:18,39.0,95,92
2025-04-20 00:41:48,38.8,97,94
2025-04-20 00:42:18,38.8,97,70
2025-04-20 00:42:48,38.8,97,65
2025-04-20 00:43:18,38.8,96,69
2025-04-20 00:43:48,38.8,95,74
2025-04-20 00:44:18,39.2,96,89
2025-04-20 00:44:48,39.3,96,76
2025-04-20 00:45:18,38.8,97,69
2025-04-20 00:45:48,39.3,97,81
2025-04-20 00:46:18,39.3,98,69
2025-04-20 00:46:48,38.6,99,89
2025-04-20 00:47:18,39.0,100,68
2025-04-20 00:47:48,39.2,98,90
2025-04-20 00:48:18,39.1,99,67
2025-04-20 00:48:48,39.0,98,92
2025-04-20 00:49:18,39.2,99,82
2025-04-20 00:49:48,39.5,95,88
2025-04-20 00:50:18,38.7,98,74
2025-04-20 00:50:48,39.1,96,77
2025-04-20 00:51:18,38.8,97,77
2025-04-20 00:51:48,39.5,96,70
2025-04-20 00:52:18,39.3,99,87
2025-04-20 00:52:48,38.6,98,67
2025-04-20 00:53:18,39.2,98,93
2025-04-20 00:53:48,38.6,96,92
2025-04-20 00:54:18,38.6,99,86
2025-04-20 00:54:48,38.5,96,88
2025-04-20 00:55:18,39.0,98,94
2025-04-20 00:55:48,39.5,100,88
2025-04-20 00:56:18,39.1,95,87
2025-04-20 00:56:48,38.8,99,89
2025-04-20 00:57:18,39.4,100,74
2025-04-20 00:57:48,38.9,97,83
2025-04-20 00:58:18,39.1,97,92
2025-04-20 00:58:48,39.0,99,91
2025-04-20 00:59:18,38.6,96,82
2025-04-20 00:59:48,39.0,97,72
2025-04-20 01:00:18,39.0,100,88
2025-04-20 01:00:48,38.8,98,86
2025-04-20 01:01:18,38.7,96,67
2025-04-20 01:01:48,39.4,100,81
2025-04-20 01:02:18,38.8,96,94
2025-04-20 01:02:48,39.4,98,90
2025-04-20 01:03:18,38.9,99,74
2025-04-20 01:03:48,38.6,100,77
2025-04-20 01:04:18,39.4,98,87
2025-04-20 01:04:48,38.8,95,70
2025-04-20 01:05:18,39.1,98,70
2025-04-20 01:05:48,38.9,97,81
2025-04-20 01:06:18,39.3,100,92
2025-04-20 01:06:48,38.7,98,85
2025-04-20 01:07:18,39.0,99,82
2025-04-20 01:07:48,39.4,98,78
2025-04-20 01:08:18,38.9,95,88
2025-04-20 01:08:48,39.2,95,78
2025-04-20 01:09:18,38.6,96,82
2025-04-20 01:09:48,38.7,97,92
2025-04-20 01:10:18,38.5,98,71
2025-04-20 01:10:48,38.8,100,70
2025-04-20 01:11:18,38.6,95,94
2025-04-20 01:11:48,39.5,99,79
2025-04-20 01:12:18,38.7,100,69
2025-04-20 01:12:48,39.1,98,70
2025-04-20 01:13:18,38.5,95,67
2025-04-20 01:13:48,38.8,95,89
2025-04-20 01:14:18,38.5,98,68
2025-04-20 01:14:48,38.9,97,69
2025-04-20 01:15:18,39.4,99,72
2025-04-20 01:15:48,39.1,98,94
2025-04-20 01:16:18,39.0,95,73
2025-04-20 01:16:48,38.6,97,75
2025-04-20 01:17:18,38.6,99,65
2025-04-20 01:17:48,39.1,97,95
2025-04-20 01:18:18,39.1,98,91
2025-04-20 01:18:48,39.2,96,70
2025-04-20 01:19:18,38.5,99,69
2025-04-20 01:19:48,39.2,95,85
2025-04-20 01:20:18,39.3,98,68
2025-04-20 01:20:48,39.4,100,77
2025-04-20 01:21:18,39.0,100,88
2025-04-20 01:21:48,38.9,99,84
2025-04-20 01:22:18,38.9,100,92
2025-04-20 01:22:48,38.8,96,82
2025-04-20 01:23:18,38.5,98,90
2025-04-20 01:23:48,39.0,96,88
2025-04-20 01:24:18,39.3,98,69
2025-04-20 01:24:48,38.9,100,92
2025-04-20 01:25:18,39.1,95,66
2025-04-20 01:25:48,39.4,99,76
2025-04-20 01:26:18,38.9,100,79
2025-04-20 01:26:48,39.3,97,90
2025-04-20 01:27:18,39.0,98,77
2025-04-20 01:27:48,38.5,95,75
2025-04-20 01:28:18,38.7,97,93
2025-04-20 01:28:48,38.8,95,74
2025-04-20 01:29:18,38.8,95,93
2025-04-20 01:29:48,39.0,98,80
2025-04-20 01:30:18,39.5,98,85
2025-04-20 01:30:48,39.2,97,78
2025-04-20 01:31:18,39.1,97,80
2025-04-20 01:31:48,39.0,100,80
2025-04-20 01:32:18,39.4,100,73
2025-04-20 01:32:48,38.8,95,75
2025-04-20 01:33:18,38.9,98,89
2025-04-20 01:33:48,38.9,96,83
2025-04-20 01:34:18,39.3,99,87
2025-04-20 01:34:48,38.5,95,89
2025-04-20 01:35:18,38.7,95,79
2025-04-20 01:35:48,39.4,95,82
2025-04-20 01:36:18,39.2,98,94
2025-04-20 01:36:48,38.7,95,89
2025-04-20 01:37:18,39.4,96,92
2025-04-20 01:37:48,39.1,95,78
2025-04-20 01:38:18,39.3,96,83
2025-04-20 01:38:48,39.0,95,94
2025-04-20 01:39:18,38.6,99,79
2025-04-20 01:39:48,38.7,95,71
2025-04-20 01:40:18,39.1,97,83
2025-04-20 01:40:48,39.0,100,92
2025-04-20 01:41:18,38.9,96,86
2025-04-20 01:41:48,38.9,97,75
2025-04-20 01:42:18,38.7,100,84
2025-04-20 01:42:48,39.4,98,66
2025-04-20 01:43:18,39.0,96,93
2025-04-20 01:43:48,39.0,99,68
2025-04-20 01:44:18,38.5,100,71
2025-04-20 01:44:48,39.3,99,88
2025-04-20 01:45:18,38.7,96,71
2025-04-20 01:45:48,38.5,99,68
2025-04-20 01:46:18,39.5,100,73
2025-04-20 01:46:48,39.1,96,91
2025-04-20 01:47:18,39.2,95,85
2025-04-20 01:47:48,39.0,99,83
2025-04-20 01:48:18,38.9,95,72
2025-04-20 01:48:48,39.5,96,73
2025-04-20 01:49:18,39.4,95,91
2025-04-20 01:49:48,39.3,97,68
2025-04-20 01:50:18,39.4,99,88
2025-04-20 01:50:48,39.1,99,68
2025-04-20 01:51:18,38.8,98,74
2025-04-20 01:51:48,39.2,97,79
2025-04-20 01:52:18,38.9,98,76
2025-04-20 01:52:48,38.5,99,70
2025-04-20 01:53:18,38.7,100,89
2025-04-20 01:53:48,39.0,95,87
2025-04-20 01:54:18,39.1,98,66
2025-04-20 01:54:48,39.3,100,93
2025-04-20 01:55:18,38.8,98,78
2025-04-20 01:55:48,38.6,97,87
2025-04-20 01:56:18,38.8,95,92
2025-04-20 01:56:48,38.7,95,95
2025-04-20 01:57:18,38.6,97,88
2025-04-20 01:57:48,38.8,98,65
2025-04-20 01:58:18,38.6,96,73
2025-04-20 01:58:48,39.4,98,82
2025-04-20 01:59:18,39.4,100,66
2025-04-20 01:59:48,38.7,99,85
2025-04-20 02:00:18,39.3,99,89
2025-04-20 02:00:48,38.9,99,81
2025-04-20 02:01:18,39.3,100,68
2025-04-20 02:01:48,39.4,97,94
2025-04-20 02:02:18,38.5,100,94
2025-04-20 02:02:48,39.4,99,78
2025-04-20 02:03:18,39.0,97,70
2025-04-20 02:03:48,38.8,99,92
2025-04-20 02:04:18,39.0,99,77
2025-04-20 02:04:48,39.1,99,75
2025-04-20 02:05:18,39.0,100,86
2025-04-20 02:05:48,38.9,99,69
2025-04-20 02:06:18,39.1,96,85
2025-04-20 02:06:48,39.0,100,87
2025-04-20 02:07:18,38.7,95,81
2025-04-20 02:07:48,39.5,98,89
2025-04-20 02:08:18,38.5,98,72
2025-04-20 02:08:48,38.8,99,93
2025-04-20 02:09:18,38.7,100,81
2025-04-20 02:09:48,38.7,95,95
2025-04-20 02:10:18,38.8,99,94
2025-04-20 02:10:48,39.5,97,90
2025-04-20 02:11:18,39.4,97,73
2025-04-20 02:11:48,39.2,98,95
2025-04-20 02:12:18,39.0,100,66
2025-04-20 02:12:48,39.5,96,65
2025-04-20 02:13:18,38.6,96,83
2025-04-20 02:13:48,39.0,100,93
2025-04-20 02:14:18,38.8,99,74
2025-04-20 02:14:48,39.5,99,79
2025-04-20 02:15:18,39.1,99,69
2025-04-20 02:15:48,39.4,95,78
