Timestamp,Temperature,SpO2,BPM
2025-04-19 23:44:20,39.8,83,102
2025-04-19 23:44:50,38.5,88,108
2025-04-19 23:45:20,39.8,90,109
2025-04-19 23:45:50,39.4,89,71
2025-04-19 23:46:20,40.2,83,100
2025-04-19 23:46:50,40.8,86,90
2025-04-19 23:47:20,40.4,76,99
2025-04-19 23:47:50,38.7,83,78
2025-04-19 23:48:20,39.4,78,72
2025-04-19 23:48:50,39.7,74,66
2025-04-19 23:49:20,39.4,87,74
2025-04-19 23:49:50,39.9,92,100
2025-04-19 23:50:20,40.0,78,87
2025-04-19 23:50:50,39.3,76,97
2025-04-19 23:51:20,38.7,76,91
2025-04-19 23:51:50,39.4,73,87
2025-04-19 23:52:20,40.4,71,104
2025-04-19 23:52:50,39.9,80,95
2025-04-19 23:53:20,40.4,78,70
2025-04-19 23:53:50,40.7,79,75
2025-04-19 23:54:20,39.8,90,97
2025-04-19 23:54:50,39.5,90,83
2025-04-19 23:55:20,39.0,88,65
2025-04-19 23:55:50,40.1,79,82
2025-04-19 23:56:20,38.6,87,96
2025-04-19 23:56:50,39.8,80,72
2025-04-19 23:57:20,40.4,78,110
2025-04-19 23:57:50,39.7,87,60
2025-04-19 23:58:20,40.1,84,65
2025-04-19 23:58:50,39.0,77,102
2025-04-19 23:59:20,39.3,86,79
2025-04-19 23:59:50,38.6,74,94
2025-04-20 00:00:20,39.2,70,93
2025-04-20 00:00:50,39.2,78,81
2025-04-20 00:01:20,40.9,92,91
2025-04-20 00:01:50,40.4,71,62
2025-04-20 00:02:20,39.2,77,75
2025-04-20 00:02:50,38.7,80,101
2025-04-20 00:03:20,38.7,73,94
2025-04-20 00:03:50,40.8,70,84
2025-04-20 00:04:20,40.4,90,106
2025-04-20 00:04:50,40.8,74,74
2025-04-20 00:05:20,40.9,78,63
2025-04-20 00:05:50,39.5,71,72
2025-04-20 00:06:20,39.5,71,63
2025-04-20 00:06:50,39.0,72,83
2025-04-20 00:07:20,40.9,92,75
2025-04-20 00:07:50,39.9,74,89
2025-04-20 00:08:20,40.2,92,110
2025-04-20 00:08:50,40.0,87,68
2025-04-20 00:09:20,40.5,86,66
2025-04-20 00:09:50,40.4,76,78
2025-04-20 00:10:20,39.1,83,108
2025-04-20 00:10:50,40.0,72,75
2025-04-20 00:11:20,39.8,72,66
2025-04-20 00:11:50,40.2,83,69
2025-04-20 00:12:20,38.7,83,66
2025-04-20 00:12:50,39.9,89,96
2025-04-20 00:13:20,40.3,76,89
2025-04-20 00:13:50,40.3,91,84
2025-04-20 00:14:20,38.6,91,108
2025-04-20 00:14:50,39.1,79,99
2025-04-20 00:15:20,39.3,73,89
2025-04-20 00:15:50,40.7,82,99
2025-04-20 00:16:20,40.1,82,73
2025-04-20 00:16:50,40.9,91,77
2025-04-20 00:17:20,39.7,91,72
2025-04-20 00:17:50,39.3,75,82
2025-04-20 00:18:20,38.9,74,105
2025-04-20 00:18:50,39.0,72,110
2025-04-20 00:19:20,38.7,73,68
2025-04-20 00:19:50,38.7,86,80
2025-04-20 00:20:20,40.9,81,91
2025-04-20 00:20:50,39.5,92,68
2025-04-20 00:21:20,39.0,82,64
2025-04-20 00:21:50,39.5,91,77
2025-04-20 00:22:20,40.7,70,81
2025-04-20 00:22:50,40.8,86,67
2025-04-20 00:23:20,39.0,70,64
2025-04-20 00:23:50,39.0,88,82
2025-04-20 00:24:20,40.4,89,95
2025-04-20 00:24:50,40.0,74,89
2025-04-20 00:25:20,39.2,84,63
2025-04-20 00:25:50,39.2,79,75
2025-04-20 00:26:20,39.8,82,100
2025-04-20 00:26:50,40.5,70,87
2025-04-20 00:27:20,39.6,73,95
2025-04-20 00:27:50,39.5,88,94
2025-04-20 00:28:20,39.4,72,102
2025-04-20 00:28:50,39.2,72,67
2025-04-20 00:29:20,40.8,80,61
2025-04-20 00:29:50,39.5,71,77
2025-04-20 00:30:20,39.3,79,108
2025-04-20 00:30:50,38.7,74,97
2025-04-20 00:31:20,40.5,91,90
2025-04-20 00:31:50,40.1,87,65
2025-04-20 00:32:20,40.5,70,73
2025-04-20 00:32:50,39.5,80,98
2025-04-20 00:33:20,39.2,86,60
2025-04-20 00:33:50,39.8,72,76
2025-04-20 00:34:20,40.2,87,86
2025-04-20 00:34:50,40.8,74,68
2025-04-20 00:35:20,39.4,82,66
2025-04-20 00:35:50,40.2,78,101
2025-04-20 00:36:20,40.4,79,104
2025-04-20 00:36:50,40.2,88,89
2025-04-20 00:37:20,40.4,73,63
2025-04-20 00:37:50,39.9,76,73
2025-04-20 00:38:20,40.7,82,105
2025-04-20 00:38:50,39.4,90,105
2025-04-20 00:39:20,40.6,92,104
2025-04-20 00:39:50,40.1,70,65
2025-04-20 00:40:20,39.5,83,68
2025-04-20 00:40:50,40.9,85,96
2025-04-20 00:41:20,40.0,81,71
2025-04-20 00:41:50,39.9,80,68
2025-04-20 00:42:20,39.2,87,61
2025-04-20 00:42:50,39.1,84,106
2025-04-20 00:43:20,40.2,77,81
2025-04-20 00:43:50,39.4,89,67
2025-04-20 00:44:20,38.8,86,106
2025-04-20 00:44:50,40.5,84,87
2025-04-20 00:45:20,41.0,92,89
2025-04-20 00:45:50,40.2,91,67
2025-04-20 00:46:20,40.5,82,62
2025-04-20 00:46:50,40.6,81,82
2025-04-20 00:47:20,38.6,90,94
2025-04-20 00:47:50,38.6,76,84
2025-04-20 00:48:20,40.6,75,69
2025-04-20 00:48:50,40.3,79,68
2025-04-20 00:49:20,39.8,90,80
2025-04-20 00:49:50,40.8,84,61
2025-04-20 00:50:20,38.8,74,83
2025-04-20 00:50:50,39.1,82,82
2025-04-20 00:51:20,39.6,71,80
2025-04-20 00:51:50,38.8,90,88
2025-04-20 00:52:20,40.6,76,64
2025-04-20 00:52:50,40.1,83,78
2025-04-20 00:53:20,40.3,84,89
2025-04-20 00:53:50,39.9,74,95
2025-04-20 00:54:20,38.9,86,101
2025-04-20 00:54:50,38.6,79,103
2025-04-20 00:55:20,40.3,79,104
2025-04-20 00:55:50,39.3,91,106
2025-04-20 00:56:20,40.8,80,86
2025-04-20 00:56:50,40.2,73,96
2025-04-20 00:57:20,38.7,70,97
2025-04-20 00:57:50,40.1,88,62
2025-04-20 00:58:20,39.5,86,64
2025-04-20 00:58:50,38.5,84,76
2025-04-20 00:59:20,39.7,77,83
2025-04-20 00:59:50,40.2,84,78
2025-04-20 01:00:20,38.6,77,107
2025-04-20 01:00:50,40.2,84,100
2025-04-20 01:01:20,39.5,85,73
2025-04-20 01:01:50,39.9,76,80
2025-04-20 01:02:20,40.4,74,94
2025-04-20 01:02:50,40.3,70,81
2025-04-20 01:03:20,40.9,73,94
2025-04-20 01:03:50,39.3,92,91
2025-04-20 01:04:20,39.9,86,79
2025-04-20 01:04:50,39.3,77,101
2025-04-20 01:05:20,39.4,87,66
2025-04-20 01:05:50,39.2,77,103
2025-04-20 01:06:20,39.7,83,81
2025-04-20 01:06:50,40.7,77,74
2025-04-20 01:07:20,39.1,88,86
2025-04-20 01:07:50,39.9,75,100
2025-04-20 01:08:20,40.8,91,105
2025-04-20 01:08:50,40.4,76,77
2025-04-20 01:09:20,39.7,89,60
2025-04-20 01:09:50,39.5,87,73
2025-04-20 01:10:20,40.2,83,104
2025-04-20 01:10:50,38.7,71,67
2025-04-20 01:11:20,38.5,80,65
2025-04-20 01:11:50,40.7,77,61
2025-04-20 01:12:20,40.2,83,100
2025-04-20 01:12:50,40.0,80,71
2025-04-20 01:13:20,38.7,91,73
2025-04-20 01:13:50,39.4,73,61
2025-04-20 01:14:20,39.2,82,96
2025-04-20 01:14:50,39.6,70,95
2025-04-20 01:15:20,39.8,90,89
2025-04-20 01:15:50,39.7,72,105
2025-04-20 01:16:20,40.2,80,67
2025-04-20 01:16:50,40.8,84,102
2025-04-20 01:17:20,40.9,89,71
2025-04-20 01:17:50,40.9,89,69
2025-04-20 01:18:20,38.8,84,104
2025-04-20 01:18:50,38.7,92,72
2025-04-20 01:19:20,39.4,86,67
2025-04-20 01:19:50,38.8,77,102
2025-04-20 01:20:20,38.7,74,62
2025-04-20 01:20:50,40.4,81,84
2025-04-20 01:21:20,39.6,72,88
2025-04-20 01:21:50,40.9,77,82
2025-04-20 01:22:20,39.3,71,71
2025-04-20 01:22:50,39.7,83,73
2025-04-20 01:23:20,39.1,90,108
2025-04-20 01:23:50,39.0,81,87
2025-04-20 01:24:20,38.9,86,86
2025-04-20 01:24:50,40.1,85,83
2025-04-20 01:25:20,39.8,89,63
2025-04-20 01:25:50,39.5,72,62
2025-04-20 01:26:20,40.6,89,91
2025-04-20 01:26:50,40.5,70,77
2025-04-20 01:27:20,40.2,70,98
2025-04-20 01:27:50,38.9,81,85
2025-04-20 01:28:20,40.2,75,82
2025-04-20 01:28:50,40.4,86,99
2025-04-20 01:29:20,40.8,80,66
2025-04-20 01:29:50,39.2,86,104
2025-04-20 01:30:20,40.2,87,104
2025-04-20 01:30:50,40.7,88,71
2025-04-20 01:31:20,40.7,92,100
2025-04-20 01:31:50,40.4,83,68
2025-04-20 01:32:20,40.6,83,103
2025-04-20 01:32:50,40.8,91,67
2025-04-20 01:33:20,38.8,92,80
2025-04-20 01:33:50,40.5,86,84
2025-04-20 01:34:20,40.8,78,63
2025-04-20 01:34:50,39.3,74,64
2025-04-20 01:35:20,40.9,82,105
2025-04-20 01:35:50,40.3,83,87
2025-04-20 01:36:20,40.8,72,104
2025-04-20 01:36:50,39.6,70,108
2025-04-20 01:37:20,40.4,86,110
2025-04-20 01:37:50,40.4,85,97
2025-04-20 01:38:20,39.9,89,84
2025-04-20 01:38:50,40.3,74,72
2025-04-20 01:39:20,38.6,77,83
2025-04-20 01:39:50,40.6,76,86
2025-04-20 01:40:20,40.8,81,109
2025-04-20 01:40:50,40.2,73,81
2025-04-20 01:41:20,40.7,77,109
2025-04-20 01:41:50,40.9,73,106
2025-04-20 01:42:20,39.4,82,99
2025-04-20 01:42:50,40.7,73,65
2025-04-20 01:43:20,40.6,87,100
2025-04-20 01:43:50,38.9,73,94
2025-04-20 01:44:20,39.7,86,105
2025-04-20 01:44:50,40.6,75,72
2025-04-20 01:45:20,39.5,92,107
2025-04-20 01:45:50,40.3,71,83
2025-04-20 01:46:20,40.7,74,73
2025-04-20 01:46:50,39.8,84,61
2025-04-20 01:47:20,40.5,70,64
2025-04-20 01:47:50,39.9,89,101
2025-04-20 01:48:20,40.9,75,79
2025-04-20 01:48:50,39.2,85,98
2025-04-20 01:49:20,39.7,79,65
2025-04-20 01:49:50,40.9,76,60
2025-04-20 01:50:20,40.7,75,97
2025-04-20 01:50:50,40.7,88,87
2025-04-20 01:51:20,40.6,73,91
2025-04-20 01:51:50,39.7,91,75
2025-04-20 01:52:20,38.7,78,83
2025-04-20 01:52:50,39.6,84,83
2025-04-20 01:53:20,39.0,80,72
2025-04-20 01:53:50,40.2,92,106
2025-04-20 01:54:20,39.6,80,98
2025-04-20 01:54:50,38.8,73,82
2025-04-20 01:55:20,39.9,75,77
2025-04-20 01:55:50,40.9,77,63
2025-04-20 01:56:20,39.5,85,92
2025-04-20 01:56:50,40.4,88,83
2025-04-20 01:57:20,39.9,81,86
2025-04-20 01:57:50,39.2,73,99
2025-04-20 01:58:20,39.2,91,92
2025-04-20 01:58:50,39.6,71,69
2025-04-20 01:59:20,39.3,75,98
2025-04-20 01:59:50,39.7,74,63
2025-04-20 02:00:20,39.3,70,102
2025-04-20 02:00:50,40.8,72,76
2025-04-20 02:01:20,38.6,79,90
2025-04-20 02:01:50,40.7,91,67
2025-04-20 02:02:20,38.7,76,64
2025-04-20 02:02:50,39.2,78,71
2025-04-20 02:03:20,39.8,81,83
2025-04-20 02:03:50,38.8,91,108
2025-04-20 02:04:20,40.1,70,64
2025-04-20 02:04:50,39.1,84,89
2025-04-20 02:05:20,39.5,86,103
2025-04-20 02:05:50,39.1,84,108
2025-04-20 02:06:20,39.9,70,62
2025-04-20 02:06:50,39.1,91,78
2025-04-20 02:07:20,38.9,88,95
2025-04-20 02:07:50,38.7,82,61
2025-04-20 02:08:20,39.6,84,97
2025-04-20 02:08:50,39.5,78,69
2025-04-20 02:09:20,40.1,72,82
2025-04-20 02:09:50,38.9,84,102
2025-04-20 02:10:20,39.9,87,60
2025-04-20 02:10:50,40.4,75,94
2025-04-20 02:11:20,39.3,87,87
2025-04-20 02:11:50,40.8,75,108
2025-04-20 02:12:20,39.5,72,96
